,raster_path,imagery_path,binary_path,place,tileID,suffix,img_size,res,pad,lat,long,img_src,lidar_src,band_means,band_stds,ndvi_mean,ndvi_std,ndvi_NaN,height_mean,height_std,height_NaN
58,/datadrive/UTC/Santa_Monica/combiTif/Santa_Monica_naip1_A_1m_p0_tile00058.tif,/datadrive/UTC/Santa_Monica/NAIP/imagery/none/Santa_Monica_naip1_A_1m_p0_tile00058.tif,/datadrive/UTC/Santa_Monica/fullMasks/binary/Santa_Monica_naip1_A_1m_p0_bi4_tile00058.tif,Santa_Monica,58,A,256,1,0,361248.0,3767808.0,naip1,USGS_LPC_CA_LosAngeles_2016_LAS_2018,[ 91.70799255  93.94226074  88.07643127 114.70640564],[40.41996163 35.49625076 32.95847231 45.12940716],0.1086905048025956,0.1895717103887356,236,3.2594128272416465,3.366336572773489,0
59,/datadrive/UTC/Santa_Monica/combiTif/Santa_Monica_naip1_A_1m_p0_tile00059.tif,/datadrive/UTC/Santa_Monica/NAIP/imagery/none/Santa_Monica_naip1_A_1m_p0_tile00059.tif,/datadrive/UTC/Santa_Monica/fullMasks/binary/Santa_Monica_naip1_A_1m_p0_bi4_tile00059.tif,Santa_Monica,59,A,256,1,0,361248.0,3768064.0,naip1,USGS_LPC_CA_LosAngeles_2016_LAS_2018,[47.50772095 48.7538147  44.10244751 63.93270874],[54.58339926 53.6846575  48.67834844 71.09567125],0.1429234423989066,0.20500379308894195,32129,2.349768084210037,3.924930424548456,0
63,/datadrive/UTC/Santa_Monica/combiTif/Santa_Monica_naip1_A_1m_p0_tile00063.tif,/datadrive/UTC/Santa_Monica/NAIP/imagery/none/Santa_Monica_naip1_A_1m_p0_tile00063.tif,/datadrive/UTC/Santa_Monica/fullMasks/binary/Santa_Monica_naip1_A_1m_p0_bi4_tile00063.tif,Santa_Monica,63,A,256,1,0,361504.0,3764736.0,naip1,USGS_LPC_CA_LosAngeles_2016_LAS_2018,[150.557724   147.68452454 143.84422302 130.79144287],[40.01438447 37.0000529  32.50751225 37.93302988],-0.07393743341481596,0.09099517829997192,0,1.4000152936495012,3.8893595631345756,0
64,/datadrive/UTC/Santa_Monica/combiTif/Santa_Monica_naip1_A_1m_p0_tile00064.tif,/datadrive/UTC/Santa_Monica/NAIP/imagery/none/Santa_Monica_naip1_A_1m_p0_tile00064.tif,/datadrive/UTC/Santa_Monica/fullMasks/binary/Santa_Monica_naip1_A_1m_p0_bi4_tile00064.tif,Santa_Monica,64,A,256,1,0,361504.0,3764992.0,naip1,USGS_LPC_CA_LosAngeles_2016_LAS_2018,[119.951828   121.54177856 124.11932373 106.7543335 ],[47.79093655 44.88666718 42.06741896 44.26937679],-0.060118471801501976,0.126176438175363,0,6.432958594143862,9.555985378825877,0
65,/datadrive/UTC/Santa_Monica/combiTif/Santa_Monica_naip1_A_1m_p0_tile00065.tif,/datadrive/UTC/Santa_Monica/NAIP/imagery/none/Santa_Monica_naip1_A_1m_p0_tile00065.tif,/datadrive/UTC/Santa_Monica/fullMasks/binary/Santa_Monica_naip1_A_1m_p0_bi4_tile00065.tif,Santa_Monica,65,A,256,1,0,361504.0,3765248.0,naip1,USGS_LPC_CA_LosAngeles_2016_LAS_2018,[126.3840332  128.19633484 133.30845642 108.87594604],[54.55564303 51.40608953 47.40798286 49.07256836],-0.07523866475758112,0.10656210294804123,0,7.36638774973641,7.208406913432148,0
66,/datadrive/UTC/Santa_Monica/combiTif/Santa_Monica_naip1_A_1m_p0_tile00066.tif,/datadrive/UTC/Santa_Monica/NAIP/imagery/none/Santa_Monica_naip1_A_1m_p0_tile00066.tif,/datadrive/UTC/Santa_Monica/fullMasks/binary/Santa_Monica_naip1_A_1m_p0_bi4_tile00066.tif,Santa_Monica,66,A,256,1,0,361504.0,3765504.0,naip1,USGS_LPC_CA_LosAngeles_2016_LAS_2018,[124.81941223 125.87365723 129.18528748 110.1656189 ],[50.4698928  47.64764329 44.76132026 45.71490272],-0.062324554910357925,0.1215883391242982,0,5.760098916583793,8.432286256983874,0
67,/datadrive/UTC/Santa_Monica/combiTif/Santa_Monica_naip1_A_1m_p0_tile00067.tif,/datadrive/UTC/Santa_Monica/NAIP/imagery/none/Santa_Monica_naip1_A_1m_p0_tile00067.tif,/datadrive/UTC/Santa_Monica/fullMasks/binary/Santa_Monica_naip1_A_1m_p0_bi4_tile00067.tif,Santa_Monica,67,A,256,1,0,361504.0,3765760.0,naip1,USGS_LPC_CA_LosAngeles_2016_LAS_2018,[115.04582214 115.67463684 117.2517395  106.49383545],[46.15691074 43.34564557 41.19186037 39.82628476],-0.03308566032022142,0.15091492961270164,0,4.739305838472218,4.239261227023227,0
68,/datadrive/UTC/Santa_Monica/combiTif/Santa_Monica_naip1_A_1m_p0_tile00068.tif,/datadrive/UTC/Santa_Monica/NAIP/imagery/none/Santa_Monica_naip1_A_1m_p0_tile00068.tif,/datadrive/UTC/Santa_Monica/fullMasks/binary/Santa_Monica_naip1_A_1m_p0_bi4_tile00068.tif,Santa_Monica,68,A,256,1,0,361504.0,3766016.0,naip1,USGS_LPC_CA_LosAngeles_2016_LAS_2018,[110.24702454 109.9284668  110.80395508 105.39802551],[46.14375663 42.98563884 41.08925074 40.35209842],-0.016057115853012505,0.15549224482897694,0,4.349467378710875,4.057041981898807,0
69,/datadrive/UTC/Santa_Monica/combiTif/Santa_Monica_naip1_A_1m_p0_tile00069.tif,/datadrive/UTC/Santa_Monica/NAIP/imagery/none/Santa_Monica_naip1_A_1m_p0_tile00069.tif,/datadrive/UTC/Santa_Monica/fullMasks/binary/Santa_Monica_naip1_A_1m_p0_bi4_tile00069.tif,Santa_Monica,69,A,256,1,0,361504.0,3766272.0,naip1,USGS_LPC_CA_LosAngeles_2016_LAS_2018,[113.60380554 115.25411987 116.86886597 104.41108704],[46.83268986 44.31592195 42.61550055 40.02188197],-0.03695997554028097,0.14515170812193146,0,4.451285668079957,3.6594359641147607,0
70,/datadrive/UTC/Santa_Monica/combiTif/Santa_Monica_naip1_A_1m_p0_tile00070.tif,/datadrive/UTC/Santa_Monica/NAIP/imagery/none/Santa_Monica_naip1_A_1m_p0_tile00070.tif,/datadrive/UTC/Santa_Monica/fullMasks/binary/Santa_Monica_naip1_A_1m_p0_bi4_tile00070.tif,Santa_Monica,70,A,256,1,0,361504.0,3766528.0,naip1,USGS_LPC_CA_LosAngeles_2016_LAS_2018,[119.36245728 119.8447876  119.76469421 109.38943481],[46.37976217 43.50643122 42.32850718 40.90298574],-0.040790831965768604,0.15343189820777672,0,3.000023943873699,2.992644777235712,0
71,/datadrive/UTC/Santa_Monica/combiTif/Santa_Monica_naip1_A_1m_p0_tile00071.tif,/datadrive/UTC/Santa_Monica/NAIP/imagery/none/Santa_Monica_naip1_A_1m_p0_tile00071.tif,/datadrive/UTC/Santa_Monica/fullMasks/binary/Santa_Monica_naip1_A_1m_p0_bi4_tile00071.tif,Santa_Monica,71,A,256,1,0,361504.0,3766784.0,naip1,USGS_LPC_CA_LosAngeles_2016_LAS_2018,[102.07867432 103.17088318  98.36064148 114.2036438 ],[42.72472261 37.76480626 36.17490775 42.1074128 ],0.05842010904322593,0.1872588286409955,0,2.830820728466227,2.7724981728524867,0
72,/datadrive/UTC/Santa_Monica/combiTif/Santa_Monica_naip1_A_1m_p0_tile00072.tif,/datadrive/UTC/Santa_Monica/NAIP/imagery/none/Santa_Monica_naip1_A_1m_p0_tile00072.tif,/datadrive/UTC/Santa_Monica/fullMasks/binary/Santa_Monica_naip1_A_1m_p0_bi4_tile00072.tif,Santa_Monica,72,A,256,1,0,361504.0,3767040.0,naip1,USGS_LPC_CA_LosAngeles_2016_LAS_2018,[ 96.68226624  97.20629883  90.8730011  114.8868866 ],[42.3051991  36.46283969 33.79256304 43.81699504],0.08697766144942776,0.18671920968575667,0,3.2845865052050187,3.2502163039028558,0
73,/datadrive/UTC/Santa_Monica/combiTif/Santa_Monica_naip1_A_1m_p0_tile00073.tif,/datadrive/UTC/Santa_Monica/NAIP/imagery/none/Santa_Monica_naip1_A_1m_p0_tile00073.tif,/datadrive/UTC/Santa_Monica/fullMasks/binary/Santa_Monica_naip1_A_1m_p0_bi4_tile00073.tif,Santa_Monica,73,A,256,1,0,361504.0,3767296.0,naip1,USGS_LPC_CA_LosAngeles_2016_LAS_2018,[ 89.66108704  89.82553101  85.08479309 107.25076294],[41.30660833 34.9273523  31.36279833 42.78382882],0.0913193099955123,0.1769980557944547,0,3.7705184601700386,4.059721291254125,0
74,/datadrive/UTC/Santa_Monica/combiTif/Santa_Monica_naip1_A_1m_p0_tile00074.tif,/datadrive/UTC/Santa_Monica/NAIP/imagery/none/Santa_Monica_naip1_A_1m_p0_tile00074.tif,/datadrive/UTC/Santa_Monica/fullMasks/binary/Santa_Monica_naip1_A_1m_p0_bi4_tile00074.tif,Santa_Monica,74,A,256,1,0,361504.0,3767552.0,naip1,USGS_LPC_CA_LosAngeles_2016_LAS_2018,[ 91.22259521  91.37440491  86.01246643 110.135849  ],[40.43804389 34.64801389 31.51284887 42.96580628],0.09417816882845996,0.184182655548165,0,3.5136614682009264,3.747002542847816,0
75,/datadrive/UTC/Santa_Monica/combiTif/Santa_Monica_naip1_A_1m_p0_tile00075.tif,/datadrive/UTC/Santa_Monica/NAIP/imagery/none/Santa_Monica_naip1_A_1m_p0_tile00075.tif,/datadrive/UTC/Santa_Monica/fullMasks/binary/Santa_Monica_naip1_A_1m_p0_bi4_tile00075.tif,Santa_Monica,75,A,256,1,0,361504.0,3767808.0,naip1,USGS_LPC_CA_LosAngeles_2016_LAS_2018,[ 94.61048889  95.40579224  87.71568298 117.24789429],[40.77819297 34.99326507 32.63283432 44.32219651],0.10610457048393228,0.18956169925579855,0,3.4000768750438994,3.409046632895672,0
76,/datadrive/UTC/Santa_Monica/combiTif/Santa_Monica_naip1_A_1m_p0_tile00076.tif,/datadrive/UTC/Santa_Monica/NAIP/imagery/none/Santa_Monica_naip1_A_1m_p0_tile00076.tif,/datadrive/UTC/Santa_Monica/fullMasks/binary/Santa_Monica_naip1_A_1m_p0_bi4_tile00076.tif,Santa_Monica,76,A,256,1,0,361504.0,3768064.0,naip1,USGS_LPC_CA_LosAngeles_2016_LAS_2018,[ 91.98696899  93.28974915  86.84768677 113.51708984],[39.98688805 34.81998273 31.9897558  43.62241841],0.10434263770953932,0.1936852198195108,0,3.5493398164754772,3.9813929075947256,0
77,/datadrive/UTC/Santa_Monica/combiTif/Santa_Monica_naip1_A_1m_p0_tile00077.tif,/datadrive/UTC/Santa_Monica/NAIP/imagery/none/Santa_Monica_naip1_A_1m_p0_tile00077.tif,/datadrive/UTC/Santa_Monica/fullMasks/binary/Santa_Monica_naip1_A_1m_p0_bi4_tile00077.tif,Santa_Monica,77,A,256,1,0,361504.0,3768320.0,naip1,USGS_LPC_CA_LosAngeles_2016_LAS_2018,[58.50358582 61.04454041 55.40246582 87.89315796],[51.30098888 50.97327531 47.21390872 70.45341975],0.2009086430962872,0.19556238935187256,21144,3.981097939549628,4.789491677981864,2
78,/datadrive/UTC/Santa_Monica/combiTif/Santa_Monica_naip1_A_1m_p0_tile00078.tif,/datadrive/UTC/Santa_Monica/NAIP/imagery/none/Santa_Monica_naip1_A_1m_p0_tile00078.tif,/datadrive/UTC/Santa_Monica/fullMasks/binary/Santa_Monica_naip1_A_1m_p0_bi4_tile00078.tif,Santa_Monica,78,A,256,1,0,361504.0,3768576.0,naip1,USGS_LPC_CA_LosAngeles_2016_LAS_2018,[3.67979431 4.21824646 3.12937927 7.40785217],[17.81254861 20.32327142 14.91791607 35.38182094],0.3382072635421771,0.0990237940660961,62721,1.3053414492968214,3.980702992776471,0
80,/datadrive/UTC/Santa_Monica/combiTif/Santa_Monica_naip1_A_1m_p0_tile00080.tif,/datadrive/UTC/Santa_Monica/NAIP/imagery/none/Santa_Monica_naip1_A_1m_p0_tile00080.tif,/datadrive/UTC/Santa_Monica/fullMasks/binary/Santa_Monica_naip1_A_1m_p0_bi4_tile00080.tif,Santa_Monica,80,A,256,1,0,361760.0,3764224.0,naip1,USGS_LPC_CA_LosAngeles_2016_LAS_2018,[152.03172302 147.56585693 141.25866699 130.64071655],[57.28421012 55.18224613 51.61626001 49.70742683],-0.07652219644133977,0.05171336482123805,6116,0.7401480252864083,1.994360705447642,0
81,/datadrive/UTC/Santa_Monica/combiTif/Santa_Monica_naip1_A_1m_p0_tile00081.tif,/datadrive/UTC/Santa_Monica/NAIP/imagery/none/Santa_Monica_naip1_A_1m_p0_tile00081.tif,/datadrive/UTC/Santa_Monica/fullMasks/binary/Santa_Monica_naip1_A_1m_p0_bi4_tile00081.tif,Santa_Monica,81,A,256,1,0,361760.0,3764480.0,naip1,USGS_LPC_CA_LosAngeles_2016_LAS_2018,[130.31561279 129.18551636 129.50942993 110.09684753],[38.37851957 35.97129705 33.45576726 34.5139009 ],-0.08520308943203503,0.10523049234229576,0,1.8916530789649368,2.9690713334057466,0
82,/datadrive/UTC/Santa_Monica/combiTif/Santa_Monica_naip1_A_1m_p0_tile00082.tif,/datadrive/UTC/Santa_Monica/NAIP/imagery/none/Santa_Monica_naip1_A_1m_p0_tile00082.tif,/datadrive/UTC/Santa_Monica/fullMasks/binary/Santa_Monica_naip1_A_1m_p0_bi4_tile00082.tif,Santa_Monica,82,A,256,1,0,361760.0,3764736.0,naip1,USGS_LPC_CA_LosAngeles_2016_LAS_2018,[125.51524353 127.33410645 129.80813599 110.12260437],[50.86041047 47.78782369 44.65047867 45.95903478],-0.06621634265103182,0.12089534326984293,0,7.230667575139197,8.653427003191576,0
83,/datadrive/UTC/Santa_Monica/combiTif/Santa_Monica_naip1_A_1m_p0_tile00083.tif,/datadrive/UTC/Santa_Monica/NAIP/imagery/none/Santa_Monica_naip1_A_1m_p0_tile00083.tif,/datadrive/UTC/Santa_Monica/fullMasks/binary/Santa_Monica_naip1_A_1m_p0_bi4_tile00083.tif,Santa_Monica,83,A,256,1,0,361760.0,3764992.0,naip1,USGS_LPC_CA_LosAngeles_2016_LAS_2018,[131.29646301 133.11795044 137.52687073 111.00787354],[52.60397898 49.64693341 46.37303016 47.65731619],-0.0856258520971167,0.1020647101527838,0,7.988541224125848,7.659012020067989,0
84,/datadrive/UTC/Santa_Monica/combiTif/Santa_Monica_naip1_A_1m_p0_tile00084.tif,/datadrive/UTC/Santa_Monica/NAIP/imagery/none/Santa_Monica_naip1_A_1m_p0_tile00084.tif,/datadrive/UTC/Santa_Monica/fullMasks/binary/Santa_Monica_naip1_A_1m_p0_bi4_tile00084.tif,Santa_Monica,84,A,256,1,0,361760.0,3765248.0,naip1,USGS_LPC_CA_LosAngeles_2016_LAS_2018,[124.20988464 126.54270935 130.34922791 111.25660706],[55.63412874 52.65752654 50.51440348 49.55039149],-0.05278988785483208,0.1343291728927337,0,5.5419032399265635,5.773523842628531,0
85,/datadrive/UTC/Santa_Monica/combiTif/Santa_Monica_naip1_A_1m_p0_tile00085.tif,/datadrive/UTC/Santa_Monica/NAIP/imagery/none/Santa_Monica_naip1_A_1m_p0_tile00085.tif,/datadrive/UTC/Santa_Monica/fullMasks/binary/Santa_Monica_naip1_A_1m_p0_bi4_tile00085.tif,Santa_Monica,85,A,256,1,0,361760.0,3765504.0,naip1,USGS_LPC_CA_LosAngeles_2016_LAS_2018,[117.25900269 118.6837616  122.31251526 100.9356842 ],[49.761273   46.6615199  43.28716932 43.18412357],-0.0723937775033221,0.1200909404802578,0,5.621471307792307,6.969864966646931,0
86,/datadrive/UTC/Santa_Monica/combiTif/Santa_Monica_naip1_A_1m_p0_tile00086.tif,/datadrive/UTC/Santa_Monica/NAIP/imagery/none/Santa_Monica_naip1_A_1m_p0_tile00086.tif,/datadrive/UTC/Santa_Monica/fullMasks/binary/Santa_Monica_naip1_A_1m_p0_bi4_tile00086.tif,Santa_Monica,86,A,256,1,0,361760.0,3765760.0,naip1,USGS_LPC_CA_LosAngeles_2016_LAS_2018,[105.44267273 107.28353882 108.91784668 100.965271  ],[45.79005732 42.18220729 39.68013082 40.08644737],-0.01563379677905985,0.1521687702666952,0,4.330568137041226,6.940001469963382,0
87,/datadrive/UTC/Santa_Monica/combiTif/Santa_Monica_naip1_A_1m_p0_tile00087.tif,/datadrive/UTC/Santa_Monica/NAIP/imagery/none/Santa_Monica_naip1_A_1m_p0_tile00087.tif,/datadrive/UTC/Santa_Monica/fullMasks/binary/Santa_Monica_naip1_A_1m_p0_bi4_tile00087.tif,Santa_Monica,87,A,256,1,0,361760.0,3766016.0,naip1,USGS_LPC_CA_LosAngeles_2016_LAS_2018,[117.92803955 117.09515381 116.00489807 109.00524902],[45.29231343 41.93435018 41.0736575  38.28482011],-0.03237806453333647,0.1460040992986246,0,4.180853822529545,3.6004135696667303,0
88,/datadrive/UTC/Santa_Monica/combiTif/Santa_Monica_naip1_A_1m_p0_tile00088.tif,/datadrive/UTC/Santa_Monica/NAIP/imagery/none/Santa_Monica_naip1_A_1m_p0_tile00088.tif,/datadrive/UTC/Santa_Monica/fullMasks/binary/Santa_Monica_naip1_A_1m_p0_bi4_tile00088.tif,Santa_Monica,88,A,256,1,0,361760.0,3766272.0,naip1,USGS_LPC_CA_LosAngeles_2016_LAS_2018,[114.22158813 115.3298645  114.09674072 107.6322937 ],[46.41572795 43.41077067 42.74671088 41.01185121],-0.024948740115384282,0.15553255184349854,0,4.145753799680683,3.550228259881385,0
89,/datadrive/UTC/Santa_Monica/combiTif/Santa_Monica_naip1_A_1m_p0_tile00089.tif,/datadrive/UTC/Santa_Monica/NAIP/imagery/none/Santa_Monica_naip1_A_1m_p0_tile00089.tif,/datadrive/UTC/Santa_Monica/fullMasks/binary/Santa_Monica_naip1_A_1m_p0_bi4_tile00089.tif,Santa_Monica,89,A,256,1,0,361760.0,3766528.0,naip1,USGS_LPC_CA_LosAngeles_2016_LAS_2018,[111.50701904 111.91096497 111.43244934 105.38174438],[46.88976538 43.8211213  42.34805872 40.51599813],-0.02194692068472293,0.1593111867109243,0,4.151661450379036,3.506634300376121,0
90,/datadrive/UTC/Santa_Monica/combiTif/Santa_Monica_naip1_A_1m_p0_tile00090.tif,/datadrive/UTC/Santa_Monica/NAIP/imagery/none/Santa_Monica_naip1_A_1m_p0_tile00090.tif,/datadrive/UTC/Santa_Monica/fullMasks/binary/Santa_Monica_naip1_A_1m_p0_bi4_tile00090.tif,Santa_Monica,90,A,256,1,0,361760.0,3766784.0,naip1,USGS_LPC_CA_LosAngeles_2016_LAS_2018,[115.99240112 116.16772461 115.03565979 109.74835205],[47.3345427  43.91491247 43.31520548 42.67672747],-0.02458798041939758,0.1633935010414462,0,3.074582672969133,3.0912138434683363,0
91,/datadrive/UTC/Santa_Monica/combiTif/Santa_Monica_naip1_A_1m_p0_tile00091.tif,/datadrive/UTC/Santa_Monica/NAIP/imagery/none/Santa_Monica_naip1_A_1m_p0_tile00091.tif,/datadrive/UTC/Santa_Monica/fullMasks/binary/Santa_Monica_naip1_A_1m_p0_bi4_tile00091.tif,Santa_Monica,91,A,256,1,0,361760.0,3767040.0,naip1,USGS_LPC_CA_LosAngeles_2016_LAS_2018,[ 95.86906433  96.82255554  92.79711914 107.6008606 ],[42.31911246 37.64597028 35.49152681 42.31084207],0.05936092308561314,0.1803856702480047,0,3.181395462816785,3.5701655484137285,0
92,/datadrive/UTC/Santa_Monica/combiTif/Santa_Monica_naip1_A_1m_p0_tile00092.tif,/datadrive/UTC/Santa_Monica/NAIP/imagery/none/Santa_Monica_naip1_A_1m_p0_tile00092.tif,/datadrive/UTC/Santa_Monica/fullMasks/binary/Santa_Monica_naip1_A_1m_p0_bi4_tile00092.tif,Santa_Monica,92,A,256,1,0,361760.0,3767296.0,naip1,USGS_LPC_CA_LosAngeles_2016_LAS_2018,[ 93.51794434  93.52864075  86.49719238 114.08683777],[41.25324156 34.81669227 31.99544099 41.87980653],0.10258064100229447,0.18631402821750845,0,3.351612990323177,3.0900353310124955,0
93,/datadrive/UTC/Santa_Monica/combiTif/Santa_Monica_naip1_A_1m_p0_tile00093.tif,/datadrive/UTC/Santa_Monica/NAIP/imagery/none/Santa_Monica_naip1_A_1m_p0_tile00093.tif,/datadrive/UTC/Santa_Monica/fullMasks/binary/Santa_Monica_naip1_A_1m_p0_bi4_tile00093.tif,Santa_Monica,93,A,256,1,0,361760.0,3767552.0,naip1,USGS_LPC_CA_LosAngeles_2016_LAS_2018,[ 93.10986328  93.30557251  86.59591675 111.70614624],[41.26466932 35.22326958 32.17053393 42.93809932],0.09267554087293917,0.1828859638790687,0,3.657194703671503,3.858343195199777,0
94,/datadrive/UTC/Santa_Monica/combiTif/Santa_Monica_naip1_A_1m_p0_tile00094.tif,/datadrive/UTC/Santa_Monica/NAIP/imagery/none/Santa_Monica_naip1_A_1m_p0_tile00094.tif,/datadrive/UTC/Santa_Monica/fullMasks/binary/Santa_Monica_naip1_A_1m_p0_bi4_tile00094.tif,Santa_Monica,94,A,256,1,0,361760.0,3767808.0,naip1,USGS_LPC_CA_LosAngeles_2016_LAS_2018,[ 87.98822021  89.20942688  84.06982422 108.52415466],[40.00282486 34.54892228 31.43554111 43.06554682],0.10470418213910904,0.1822459534659319,0,4.033586293605016,4.374046141020066,0
95,/datadrive/UTC/Santa_Monica/combiTif/Santa_Monica_naip1_A_1m_p0_tile00095.tif,/datadrive/UTC/Santa_Monica/NAIP/imagery/none/Santa_Monica_naip1_A_1m_p0_tile00095.tif,/datadrive/UTC/Santa_Monica/fullMasks/binary/Santa_Monica_naip1_A_1m_p0_bi4_tile00095.tif,Santa_Monica,95,A,256,1,0,361760.0,3768064.0,naip1,USGS_LPC_CA_LosAngeles_2016_LAS_2018,[ 86.0736084   87.54870605  80.21569824 113.43615723],[39.52521935 33.34144592 30.52460848 43.68202743],0.13719316378342228,0.1868293576564008,0,4.425904845969278,4.054962220975544,0
96,/datadrive/UTC/Santa_Monica/combiTif/Santa_Monica_naip1_A_1m_p0_tile00096.tif,/datadrive/UTC/Santa_Monica/NAIP/imagery/none/Santa_Monica_naip1_A_1m_p0_tile00096.tif,/datadrive/UTC/Santa_Monica/fullMasks/binary/Santa_Monica_naip1_A_1m_p0_bi4_tile00096.tif,Santa_Monica,96,A,256,1,0,361760.0,3768320.0,naip1,USGS_LPC_CA_LosAngeles_2016_LAS_2018,[ 88.94102478  89.89848328  82.76698303 113.71891785],[39.73054365 33.93896293 30.54122005 43.05984612],0.12338801594481907,0.19052193289544206,0,3.685297157666952,3.745167420382309,0
97,/datadrive/UTC/Santa_Monica/combiTif/Santa_Monica_naip1_A_1m_p0_tile00097.tif,/datadrive/UTC/Santa_Monica/NAIP/imagery/none/Santa_Monica_naip1_A_1m_p0_tile00097.tif,/datadrive/UTC/Santa_Monica/fullMasks/binary/Santa_Monica_naip1_A_1m_p0_bi4_tile00097.tif,Santa_Monica,97,A,256,1,0,361760.0,3768576.0,naip1,USGS_LPC_CA_LosAngeles_2016_LAS_2018,[ 71.98522949  76.37548828  66.39645386 110.77593994],[49.00553702 47.8147103  42.39242679 66.8770715 ],0.21394291046930228,0.1929062657303137,12562,3.2929906844768118,4.2139476369714135,0
98,/datadrive/UTC/Santa_Monica/combiTif/Santa_Monica_naip1_A_1m_p0_tile00098.tif,/datadrive/UTC/Santa_Monica/NAIP/imagery/none/Santa_Monica_naip1_A_1m_p0_tile00098.tif,/datadrive/UTC/Santa_Monica/fullMasks/binary/Santa_Monica_naip1_A_1m_p0_bi4_tile00098.tif,Santa_Monica,98,A,256,1,0,361760.0,3768832.0,naip1,USGS_LPC_CA_LosAngeles_2016_LAS_2018,[ 9.70426941 10.62698364  9.16253662 16.97984314],[28.5131895  30.74809625 26.62175109 48.55442107],0.2703102500759636,0.1613214963122334,57784,2.5538738717052283,5.5784318992255235,0
101,/datadrive/UTC/Santa_Monica/combiTif/Santa_Monica_naip1_A_1m_p0_tile00101.tif,/datadrive/UTC/Santa_Monica/NAIP/imagery/none/Santa_Monica_naip1_A_1m_p0_tile00101.tif,/datadrive/UTC/Santa_Monica/fullMasks/binary/Santa_Monica_naip1_A_1m_p0_bi4_tile00101.tif,Santa_Monica,101,A,256,1,0,362016.0,3764224.0,naip1,USGS_LPC_CA_LosAngeles_2016_LAS_2018,[140.68447876 140.99108887 139.89712524 123.43739319],[48.50472239 44.76970436 40.59054399 43.39398589],-0.06508679444232257,0.11325449286549748,0,5.4547732747883115,7.592440000032019,0
102,/datadrive/UTC/Santa_Monica/combiTif/Santa_Monica_naip1_A_1m_p0_tile00102.tif,/datadrive/UTC/Santa_Monica/NAIP/imagery/none/Santa_Monica_naip1_A_1m_p0_tile00102.tif,/datadrive/UTC/Santa_Monica/fullMasks/binary/Santa_Monica_naip1_A_1m_p0_bi4_tile00102.tif,Santa_Monica,102,A,256,1,0,362016.0,3764480.0,naip1,USGS_LPC_CA_LosAngeles_2016_LAS_2018,[120.0055542  122.83479309 118.42170715 123.41815186],[45.07998093 41.22749118 39.96034569 42.06378761],0.016284162543197308,0.16804676032109733,0,3.0904186454902915,5.39805149647363,0
103,/datadrive/UTC/Santa_Monica/combiTif/Santa_Monica_naip1_A_1m_p0_tile00103.tif,/datadrive/UTC/Santa_Monica/NAIP/imagery/none/Santa_Monica_naip1_A_1m_p0_tile00103.tif,/datadrive/UTC/Santa_Monica/fullMasks/binary/Santa_Monica_naip1_A_1m_p0_bi4_tile00103.tif,Santa_Monica,103,A,256,1,0,362016.0,3764736.0,naip1,USGS_LPC_CA_LosAngeles_2016_LAS_2018,[134.15371704 134.71990967 136.13763428 115.13397217],[49.09282898 46.27350191 42.68954182 45.89509391],-0.08005565653328618,0.09953568653450456,0,7.26472642138311,7.945679531045857,0
104,/datadrive/UTC/Santa_Monica/combiTif/Santa_Monica_naip1_A_1m_p0_tile00104.tif,/datadrive/UTC/Santa_Monica/NAIP/imagery/none/Santa_Monica_naip1_A_1m_p0_tile00104.tif,/datadrive/UTC/Santa_Monica/fullMasks/binary/Santa_Monica_naip1_A_1m_p0_bi4_tile00104.tif,Santa_Monica,104,A,256,1,0,362016.0,3764992.0,naip1,USGS_LPC_CA_LosAngeles_2016_LAS_2018,[127.33792114 128.41816711 131.16941833 107.61196899],[51.8260026  49.14576451 45.69403555 44.82022949],-0.08184991297406796,0.10267027952443417,0,7.820210603230834,7.655911524515142,0
105,/datadrive/UTC/Santa_Monica/combiTif/Santa_Monica_naip1_A_1m_p0_tile00105.tif,/datadrive/UTC/Santa_Monica/NAIP/imagery/none/Santa_Monica_naip1_A_1m_p0_tile00105.tif,/datadrive/UTC/Santa_Monica/fullMasks/binary/Santa_Monica_naip1_A_1m_p0_bi4_tile00105.tif,Santa_Monica,105,A,256,1,0,362016.0,3765248.0,naip1,USGS_LPC_CA_LosAngeles_2016_LAS_2018,[119.79655457 122.23622131 126.85128784 100.70924377],[50.26283464 48.29210696 46.36207958 42.6145595 ],-0.0828792474601876,0.09926181472289057,0,7.260059074524982,6.773182190825057,0
106,/datadrive/UTC/Santa_Monica/combiTif/Santa_Monica_naip1_A_1m_p0_tile00106.tif,/datadrive/UTC/Santa_Monica/NAIP/imagery/none/Santa_Monica_naip1_A_1m_p0_tile00106.tif,/datadrive/UTC/Santa_Monica/fullMasks/binary/Santa_Monica_naip1_A_1m_p0_bi4_tile00106.tif,Santa_Monica,106,A,256,1,0,362016.0,3765504.0,naip1,USGS_LPC_CA_LosAngeles_2016_LAS_2018,[114.43388367 116.00448608 119.73207092  97.38960266],[45.65836509 43.35241475 40.97637341 39.75523395],-0.07847778683535722,0.1077845497715242,0,4.288309005666061,5.553716607002057,0
