,raster_path,imagery_path,binary_path,place,tileID,suffix,img_size,res,pad,lat,long,img_src,lidar_src,band_means,band_stds,ndvi_mean,ndvi_std,ndvi_NaN,height_mean,height_std,height_NaN
475,/datadrive/UTC/Los_Angeles/combiTif/Los_Angeles_naip1_A_1m_p0_tile06025.tif,/datadrive/UTC/Los_Angeles/NAIP/imagery/none/Los_Angeles_naip1_A_1m_p0_tile06025.tif,/datadrive/UTC/Los_Angeles/fullMasks/binary/Los_Angeles_naip1_A_1m_p0_bi4_tile06025.tif,Los_Angeles,6025,A,256,1,0,363552.0,3793152.0,naip1,USGS_LPC_CA_LosAngeles_2016_LAS_2018,[106.45370483 106.41563416 100.36567688 112.51722717],[40.3127221  36.88770379 35.02340342 39.66528901],0.029246777840057806,0.16465696316378853,0,1.6216612494298197,2.2520144738314154,0
476,/datadrive/UTC/Los_Angeles/combiTif/Los_Angeles_naip1_A_1m_p0_tile06205.tif,/datadrive/UTC/Los_Angeles/NAIP/imagery/none/Los_Angeles_naip1_A_1m_p0_tile06205.tif,/datadrive/UTC/Los_Angeles/fullMasks/binary/Los_Angeles_naip1_A_1m_p0_bi4_tile06205.tif,Los_Angeles,6205,A,256,1,0,364064.0,3769600.0,naip1,USGS_LPC_CA_LosAngeles_2016_LAS_2018,[ 73.0712738   76.1566925   71.3769989  107.95014954],[32.73531987 30.08165004 27.53934965 43.06336354],0.18428461781711647,0.1919368433697501,0,4.171175753116516,4.418205730569621,0
479,/datadrive/UTC/Los_Angeles/combiTif/Los_Angeles_naip1_A_1m_p0_tile20079.tif,/datadrive/UTC/Los_Angeles/NAIP/imagery/none/Los_Angeles_naip1_A_1m_p0_tile20079.tif,/datadrive/UTC/Los_Angeles/fullMasks/binary/Los_Angeles_naip1_A_1m_p0_bi4_tile20079.tif,Los_Angeles,20079,A,256,1,0,390432.0,3778816.0,naip1,USGS_LPC_CA_LosAngeles_2016_LAS_2018,[118.91014099 112.99890137 105.71786499 129.27758789],[38.21911208 35.88327514 33.97937807 25.65147264],0.0578959465991602,0.11795657572549105,0,1.2988867294192588,2.8095750648706894,0
480,/datadrive/UTC/Los_Angeles/combiTif/Los_Angeles_naip1_A_1m_p0_tile08521.tif,/datadrive/UTC/Los_Angeles/NAIP/imagery/none/Los_Angeles_naip1_A_1m_p0_tile08521.tif,/datadrive/UTC/Los_Angeles/fullMasks/binary/Los_Angeles_naip1_A_1m_p0_bi4_tile08521.tif,Los_Angeles,8521,A,256,1,0,367648.0,3782400.0,naip1,USGS_LPC_CA_LosAngeles_2016_LAS_2018,[ 88.14743042  88.63285828  82.77301025 107.16548157],[34.18544048 29.61837069 27.09137362 35.61860387],0.09679660935898228,0.1947188535677318,0,2.708376499629341,3.43447840956666,0
482,/datadrive/UTC/Los_Angeles/combiTif/Los_Angeles_naip1_A_1m_p0_tile02263.tif,/datadrive/UTC/Los_Angeles/NAIP/imagery/none/Los_Angeles_naip1_A_1m_p0_tile02263.tif,/datadrive/UTC/Los_Angeles/fullMasks/binary/Los_Angeles_naip1_A_1m_p0_bi4_tile02263.tif,Los_Angeles,2263,A,256,1,0,355872.0,3784704.0,naip1,USGS_LPC_CA_LosAngeles_2016_LAS_2018,[120.62770081 120.55380249 116.7709198  116.05465698],[41.34922652 37.95491531 36.87658974 38.20256666],-0.017365562338884644,0.16984019469361225,0,1.7506089986819622,2.4061968896705155,0
483,/datadrive/UTC/Los_Angeles/combiTif/Los_Angeles_naip1_A_1m_p0_tile02943.tif,/datadrive/UTC/Los_Angeles/NAIP/imagery/none/Los_Angeles_naip1_A_1m_p0_tile02943.tif,/datadrive/UTC/Los_Angeles/fullMasks/binary/Los_Angeles_naip1_A_1m_p0_bi4_tile02943.tif,Los_Angeles,2943,A,256,1,0,357408.0,3784448.0,naip1,USGS_LPC_CA_LosAngeles_2016_LAS_2018,[132.61752319 132.20391846 128.6587677  123.86502075],[46.10316688 42.36227772 41.4340679  40.71692536],-0.030991265712458468,0.15943733435626,0,2.6004724734820366,3.1138301727028743,0
484,/datadrive/UTC/Los_Angeles/combiTif/Los_Angeles_naip1_A_1m_p0_tile04267.tif,/datadrive/UTC/Los_Angeles/NAIP/imagery/none/Los_Angeles_naip1_A_1m_p0_tile04267.tif,/datadrive/UTC/Los_Angeles/fullMasks/binary/Los_Angeles_naip1_A_1m_p0_bi4_tile04267.tif,Los_Angeles,4267,A,256,1,0,360224.0,3770368.0,naip1,USGS_LPC_CA_LosAngeles_2016_LAS_2018,[64.31497192 66.58695984 66.45603943 84.84210205],[17.44129311 16.50255237 12.83358316 27.99809424],0.12601208307249578,0.08264316461616983,0,3.3548585134473883,3.696948010111584,0
485,/datadrive/UTC/Los_Angeles/combiTif/Los_Angeles_naip1_A_1m_p0_tile04900.tif,/datadrive/UTC/Los_Angeles/NAIP/imagery/none/Los_Angeles_naip1_A_1m_p0_tile04900.tif,/datadrive/UTC/Los_Angeles/fullMasks/binary/Los_Angeles_naip1_A_1m_p0_bi4_tile04900.tif,Los_Angeles,4900,A,256,1,0,361504.0,3768576.0,naip1,USGS_LPC_CA_LosAngeles_2016_LAS_2018,[ 94.99443054 106.36250305  81.7432251  164.62010193],[34.4788862  34.23216842 27.1758402  47.67502331],0.27235517374021023,0.11560181632258948,2815,1.3053410734688469,3.98070310759576,0
487,/datadrive/UTC/Los_Angeles/combiTif/Los_Angeles_naip1_A_1m_p0_tile02629.tif,/datadrive/UTC/Los_Angeles/NAIP/imagery/none/Los_Angeles_naip1_A_1m_p0_tile02629.tif,/datadrive/UTC/Los_Angeles/fullMasks/binary/Los_Angeles_naip1_A_1m_p0_bi4_tile02629.tif,Los_Angeles,2629,A,256,1,0,356640.0,3790848.0,naip1,USGS_LPC_CA_LosAngeles_2016_LAS_2018,[101.71401978 104.12487793  98.75248718 118.10661316],[39.9524181  35.65291318 33.06790252 41.92408178],0.07281560580850767,0.1915968968397601,0,3.061874187078174,4.037976755649448,0
488,/datadrive/UTC/Los_Angeles/combiTif/Los_Angeles_naip1_A_1m_p0_tile17714.tif,/datadrive/UTC/Los_Angeles/NAIP/imagery/none/Los_Angeles_naip1_A_1m_p0_tile17714.tif,/datadrive/UTC/Los_Angeles/fullMasks/binary/Los_Angeles_naip1_A_1m_p0_bi4_tile17714.tif,Los_Angeles,17714,A,256,1,0,382752.0,3790080.0,naip1,USGS_LPC_CA_LosAngeles_2016_LAS_2018,[111.55938721 108.16545105  99.45066833 118.55293274],[44.22621867 41.40099079 41.63877526 32.29693273],0.05045626022742411,0.1473060962948214,0,2.5158713141712683,3.175429136285417,0
489,/datadrive/UTC/Los_Angeles/combiTif/Los_Angeles_naip1_A_1m_p0_tile12821.tif,/datadrive/UTC/Los_Angeles/NAIP/imagery/none/Los_Angeles_naip1_A_1m_p0_tile12821.tif,/datadrive/UTC/Los_Angeles/fullMasks/binary/Los_Angeles_naip1_A_1m_p0_bi4_tile12821.tif,Los_Angeles,12821,A,256,1,0,374560.0,3769088.0,naip1,USGS_LPC_CA_LosAngeles_2016_LAS_2018,[105.85920715 104.82841492  97.15077209 118.72109985],[44.15012928 39.85439532 39.22187044 37.68540233],0.07197931028347426,0.17523986651143514,0,2.477759779513973,2.5667968615871968,0
491,/datadrive/UTC/Los_Angeles/combiTif/Los_Angeles_naip1_A_1m_p0_tile09031.tif,/datadrive/UTC/Los_Angeles/NAIP/imagery/none/Los_Angeles_naip1_A_1m_p0_tile09031.tif,/datadrive/UTC/Los_Angeles/fullMasks/binary/Los_Angeles_naip1_A_1m_p0_bi4_tile09031.tif,Los_Angeles,9031,A,256,1,0,368416.0,3776512.0,naip1,USGS_LPC_CA_LosAngeles_2016_LAS_2018,[ 89.21994019  88.61373901  77.38772583 124.4650116 ],[39.47085032 33.1520964  31.18895059 29.03604353],0.18665230775948416,0.21270959186662236,0,3.499520320520437,4.2321397412101724,0
492,/datadrive/UTC/Los_Angeles/combiTif/Los_Angeles_naip1_A_1m_p0_tile17098.tif,/datadrive/UTC/Los_Angeles/NAIP/imagery/none/Los_Angeles_naip1_A_1m_p0_tile17098.tif,/datadrive/UTC/Los_Angeles/fullMasks/binary/Los_Angeles_naip1_A_1m_p0_bi4_tile17098.tif,Los_Angeles,17098,A,256,1,0,381728.0,3778304.0,naip1,USGS_LPC_CA_LosAngeles_2016_LAS_2018,[ 79.16670227  85.26812744  66.31158447 149.56037903],[22.99580603 22.40274679 16.45964036 36.9514512 ],0.3053512826836915,0.11668247259567699,0,2.306746226825588,4.764340999191578,0
494,/datadrive/UTC/Los_Angeles/combiTif/Los_Angeles_naip1_A_1m_p0_tile07051.tif,/datadrive/UTC/Los_Angeles/NAIP/imagery/none/Los_Angeles_naip1_A_1m_p0_tile07051.tif,/datadrive/UTC/Los_Angeles/fullMasks/binary/Los_Angeles_naip1_A_1m_p0_bi4_tile07051.tif,Los_Angeles,7051,A,256,1,0,365344.0,3797760.0,naip1,USGS_LPC_CA_LosAngeles_2016_LAS_2018,[118.7350769  114.44525146 104.79058838 124.5070343 ],[35.66911254 30.68404145 29.79845222 29.68064445],0.03078751612852315,0.15508055465481518,0,1.7375435096938294,2.111995442457184,0
495,/datadrive/UTC/Los_Angeles/combiTif/Los_Angeles_naip1_A_1m_p0_tile19326.tif,/datadrive/UTC/Los_Angeles/NAIP/imagery/none/Los_Angeles_naip1_A_1m_p0_tile19326.tif,/datadrive/UTC/Los_Angeles/fullMasks/binary/Los_Angeles_naip1_A_1m_p0_bi4_tile19326.tif,Los_Angeles,19326,A,256,1,0,387104.0,3773184.0,naip1,USGS_LPC_CA_LosAngeles_2016_LAS_2018,[102.53053284  97.67481995  91.20037842 115.89849854],[32.42094476 29.49612223 27.3862523  26.73566454],0.07100009635385973,0.1297463981357729,0,1.8276578469627576,2.2088966435273005,0
496,/datadrive/UTC/Los_Angeles/combiTif/Los_Angeles_naip1_A_1m_p0_tile13743.tif,/datadrive/UTC/Los_Angeles/NAIP/imagery/none/Los_Angeles_naip1_A_1m_p0_tile13743.tif,/datadrive/UTC/Los_Angeles/fullMasks/binary/Los_Angeles_naip1_A_1m_p0_bi4_tile13743.tif,Los_Angeles,13743,A,256,1,0,376608.0,3771904.0,naip1,USGS_LPC_CA_LosAngeles_2016_LAS_2018,[ 98.35191345  97.18733215  85.01516724 131.33676147],[38.89678145 31.79091504 31.30778518 31.68333481],0.15864568150816186,0.19032536717158946,0,2.8748154610036587,3.0047932681381857,0
498,/datadrive/UTC/Los_Angeles/combiTif/Los_Angeles_naip1_A_1m_p0_tile09018.tif,/datadrive/UTC/Los_Angeles/NAIP/imagery/none/Los_Angeles_naip1_A_1m_p0_tile09018.tif,/datadrive/UTC/Los_Angeles/fullMasks/binary/Los_Angeles_naip1_A_1m_p0_bi4_tile09018.tif,Los_Angeles,9018,A,256,1,0,368416.0,3773184.0,naip1,USGS_LPC_CA_LosAngeles_2016_LAS_2018,[ 77.19859314  80.85388184  70.82551575 130.37727356],[36.48068611 31.78052904 31.1719797  32.36717499],0.2703567170329002,0.2056817955646313,0,5.440691927086375,5.589574908895804,0
500,/datadrive/UTC/Los_Angeles/combiTif/Los_Angeles_naip1_A_1m_p0_tile16143.tif,/datadrive/UTC/Los_Angeles/NAIP/imagery/none/Los_Angeles_naip1_A_1m_p0_tile16143.tif,/datadrive/UTC/Los_Angeles/fullMasks/binary/Los_Angeles_naip1_A_1m_p0_bi4_tile16143.tif,Los_Angeles,16143,A,256,1,0,380448.0,3778816.0,naip1,USGS_LPC_CA_LosAngeles_2016_LAS_2018,[ 78.57255554  72.79498291  63.21844482 102.18496704],[21.94924725 17.09377561 11.23580834 21.02386203],0.1361912402253509,0.08603779504674232,0,1.7865361256865429,3.7445073585256634,0
501,/datadrive/UTC/Los_Angeles/combiTif/Los_Angeles_naip1_A_1m_p0_tile11710.tif,/datadrive/UTC/Los_Angeles/NAIP/imagery/none/Los_Angeles_naip1_A_1m_p0_tile11710.tif,/datadrive/UTC/Los_Angeles/fullMasks/binary/Los_Angeles_naip1_A_1m_p0_bi4_tile11710.tif,Los_Angeles,11710,A,256,1,0,372512.0,3770368.0,naip1,USGS_LPC_CA_LosAngeles_2016_LAS_2018,[123.8993988  120.20280457 113.87309265 123.4682312 ],[36.89151174 33.72156045 35.5081927  30.25868639],0.004275750050474869,0.15357880677664554,0,2.759781260572091,3.3844621826398016,0
502,/datadrive/UTC/Los_Angeles/combiTif/Los_Angeles_naip1_A_1m_p0_tile02699.tif,/datadrive/UTC/Los_Angeles/NAIP/imagery/none/Los_Angeles_naip1_A_1m_p0_tile02699.tif,/datadrive/UTC/Los_Angeles/fullMasks/binary/Los_Angeles_naip1_A_1m_p0_bi4_tile02699.tif,Los_Angeles,2699,A,256,1,0,356896.0,3779840.0,naip1,USGS_LPC_CA_LosAngeles_2016_LAS_2018,[108.67881775 108.45967102  98.58705139 123.23747253],[44.56963094 39.6985435  38.39326552 41.51451265],0.0698643313111944,0.18655767221312056,0,2.2291689261997973,3.0574042693164243,0
503,/datadrive/UTC/Los_Angeles/combiTif/Los_Angeles_naip1_A_1m_p0_tile10627.tif,/datadrive/UTC/Los_Angeles/NAIP/imagery/none/Los_Angeles_naip1_A_1m_p0_tile10627.tif,/datadrive/UTC/Los_Angeles/fullMasks/binary/Los_Angeles_naip1_A_1m_p0_bi4_tile10627.tif,Los_Angeles,10627,A,256,1,0,370720.0,3785216.0,naip1,USGS_LPC_CA_LosAngeles_2016_LAS_2018,[114.36781311 111.487854   103.50415039 126.80592346],[41.01453623 37.5517535  37.81137711 33.57302107],0.062176010862561526,0.17716109252792706,0,2.0153398795888604,3.2318337497543395,0
505,/datadrive/UTC/Los_Angeles/combiTif/Los_Angeles_naip1_A_1m_p0_tile15939.tif,/datadrive/UTC/Los_Angeles/NAIP/imagery/none/Los_Angeles_naip1_A_1m_p0_tile15939.tif,/datadrive/UTC/Los_Angeles/fullMasks/binary/Los_Angeles_naip1_A_1m_p0_bi4_tile15939.tif,Los_Angeles,15939,A,256,1,0,380192.0,3780096.0,naip1,USGS_LPC_CA_LosAngeles_2016_LAS_2018,[ 87.21374512  78.93955994  66.53540039 114.3381958 ],[26.02775028 19.32818563 12.45765157 24.64171493],0.14247697603079598,0.08981321554991989,0,1.0144415370823805,1.866494057088492,0
508,/datadrive/UTC/Los_Angeles/combiTif/Los_Angeles_naip1_A_1m_p0_tile06238.tif,/datadrive/UTC/Los_Angeles/NAIP/imagery/none/Los_Angeles_naip1_A_1m_p0_tile06238.tif,/datadrive/UTC/Los_Angeles/fullMasks/binary/Los_Angeles_naip1_A_1m_p0_bi4_tile06238.tif,Los_Angeles,6238,A,256,1,0,364064.0,3778048.0,naip1,USGS_LPC_CA_LosAngeles_2016_LAS_2018,[108.43890381 104.94586182  97.19622803 108.448349  ],[44.01844945 40.70290718 38.22931157 35.68463415],0.01573741593455935,0.15392560846225206,0,1.0010977141691724,2.52223842811106,0
509,/datadrive/UTC/Los_Angeles/combiTif/Los_Angeles_naip1_A_1m_p0_tile07963.tif,/datadrive/UTC/Los_Angeles/NAIP/imagery/none/Los_Angeles_naip1_A_1m_p0_tile07963.tif,/datadrive/UTC/Los_Angeles/fullMasks/binary/Los_Angeles_naip1_A_1m_p0_bi4_tile07963.tif,Los_Angeles,7963,A,256,1,0,366880.0,3776256.0,naip1,USGS_LPC_CA_LosAngeles_2016_LAS_2018,[ 80.85289001  79.9908905   71.5274353  110.53024292],[39.77793751 33.86795197 30.05440082 34.27304617],0.1746242221365364,0.2002922727945428,0,3.2050914390869343,3.561424467915022,0
510,/datadrive/UTC/Los_Angeles/combiTif/Los_Angeles_naip1_A_1m_p0_tile00531.tif,/datadrive/UTC/Los_Angeles/NAIP/imagery/none/Los_Angeles_naip1_A_1m_p0_tile00531.tif,/datadrive/UTC/Los_Angeles/fullMasks/binary/Los_Angeles_naip1_A_1m_p0_bi4_tile00531.tif,Los_Angeles,531,A,256,1,0,350240.0,3783936.0,naip1,USGS_LPC_CA_LosAngeles_2016_LAS_2018,[109.16807556 109.06274414 108.1973114  110.94081116],[48.17131681 45.38478676 45.74945795 44.64327695],0.013375628038065912,0.201832348983478,0,2.306261105417482,3.2413063803225537,0
511,/datadrive/UTC/Los_Angeles/combiTif/Los_Angeles_naip1_A_1m_p0_tile08881.tif,/datadrive/UTC/Los_Angeles/NAIP/imagery/none/Los_Angeles_naip1_A_1m_p0_tile08881.tif,/datadrive/UTC/Los_Angeles/fullMasks/binary/Los_Angeles_naip1_A_1m_p0_bi4_tile08881.tif,Los_Angeles,8881,A,256,1,0,368160.0,3783168.0,naip1,USGS_LPC_CA_LosAngeles_2016_LAS_2018,[104.69558716 103.20513916  95.18614197 116.32131958],[37.20248536 32.94177893 31.67884128 31.98134252],0.05993999158828345,0.19087778605265984,0,2.431983505341025,3.3777562281998432,0
512,/datadrive/UTC/Los_Angeles/combiTif/Los_Angeles_naip1_A_1m_p0_tile03838.tif,/datadrive/UTC/Los_Angeles/NAIP/imagery/none/Los_Angeles_naip1_A_1m_p0_tile03838.tif,/datadrive/UTC/Los_Angeles/fullMasks/binary/Los_Angeles_naip1_A_1m_p0_bi4_tile03838.tif,Los_Angeles,3838,A,256,1,0,359200.0,3793152.0,naip1,USGS_LPC_CA_LosAngeles_2016_LAS_2018,[111.30793762 111.30278015 104.32695007 122.16928101],[40.37871041 35.86434575 33.98638182 38.90271029],0.04888153437602938,0.183182607996426,0,1.426695430360215,2.1271548311475468,0
514,/datadrive/UTC/Los_Angeles/combiTif/Los_Angeles_naip1_A_1m_p0_tile12191.tif,/datadrive/UTC/Los_Angeles/NAIP/imagery/none/Los_Angeles_naip1_A_1m_p0_tile12191.tif,/datadrive/UTC/Los_Angeles/fullMasks/binary/Los_Angeles_naip1_A_1m_p0_bi4_tile12191.tif,Los_Angeles,12191,A,256,1,0,373280.0,3775232.0,naip1,USGS_LPC_CA_LosAngeles_2016_LAS_2018,[58.65354919 58.32350159 54.26339722 85.11044312],[26.74838418 24.27576531 19.9481801  31.53269899],0.18598355588456886,0.11160518378443417,0,2.4693385523426543,3.4224101840124392,0
516,/datadrive/UTC/Los_Angeles/combiTif/Los_Angeles_naip1_A_1m_p0_tile10896.tif,/datadrive/UTC/Los_Angeles/NAIP/imagery/none/Los_Angeles_naip1_A_1m_p0_tile10896.tif,/datadrive/UTC/Los_Angeles/fullMasks/binary/Los_Angeles_naip1_A_1m_p0_bi4_tile10896.tif,Los_Angeles,10896,A,256,1,0,371232.0,3768064.0,naip1,USGS_LPC_CA_LosAngeles_2016_LAS_2018,[ 91.35450745  93.32002258  85.12223816 114.32035828],[35.89191715 31.47968016 30.49137875 35.38551785],0.11545541255275182,0.20813734385408655,0,3.148495767504431,2.846153594874185,0
518,/datadrive/UTC/Los_Angeles/combiTif/Los_Angeles_naip1_A_1m_p0_tile02037.tif,/datadrive/UTC/Los_Angeles/NAIP/imagery/none/Los_Angeles_naip1_A_1m_p0_tile02037.tif,/datadrive/UTC/Los_Angeles/fullMasks/binary/Los_Angeles_naip1_A_1m_p0_bi4_tile02037.tif,Los_Angeles,2037,A,256,1,0,355360.0,3784448.0,naip1,USGS_LPC_CA_LosAngeles_2016_LAS_2018,[124.05831909 124.16345215 117.59519958 127.19825745],[48.02724909 44.6625359  43.65295215 41.21231134],0.020896106319447938,0.17153156366838362,0,1.8679653566142265,3.219162639063581,0
520,/datadrive/UTC/Los_Angeles/combiTif/Los_Angeles_naip1_A_1m_p0_tile04795.tif,/datadrive/UTC/Los_Angeles/NAIP/imagery/none/Los_Angeles_naip1_A_1m_p0_tile04795.tif,/datadrive/UTC/Los_Angeles/fullMasks/binary/Los_Angeles_naip1_A_1m_p0_bi4_tile04795.tif,Los_Angeles,4795,A,256,1,0,361248.0,3774208.0,naip1,USGS_LPC_CA_LosAngeles_2016_LAS_2018,[ 75.56489563  78.55885315  67.64657593 121.49594116],[29.82663684 26.5128186  21.48710352 39.39857904],0.2306097180266562,0.15495072629479076,0,2.9066845576862947,3.3608645794220875,0
522,/datadrive/UTC/Los_Angeles/combiTif/Los_Angeles_naip1_A_1m_p0_tile01482.tif,/datadrive/UTC/Los_Angeles/NAIP/imagery/none/Los_Angeles_naip1_A_1m_p0_tile01482.tif,/datadrive/UTC/Los_Angeles/fullMasks/binary/Los_Angeles_naip1_A_1m_p0_bi4_tile01482.tif,Los_Angeles,1482,A,256,1,0,354080.0,3772416.0,naip1,USGS_LPC_CA_LosAngeles_2016_LAS_2018,[58.38095093 61.56477356 57.5382843  94.51585388],[24.48262161 21.50225642 16.27815036 27.71932567],0.2403798147879073,0.11285662607945755,0,2.094650401175421,1.4990045011904347,0
523,/datadrive/UTC/Los_Angeles/combiTif/Los_Angeles_naip1_A_1m_p0_tile18804.tif,/datadrive/UTC/Los_Angeles/NAIP/imagery/none/Los_Angeles_naip1_A_1m_p0_tile18804.tif,/datadrive/UTC/Los_Angeles/fullMasks/binary/Los_Angeles_naip1_A_1m_p0_bi4_tile18804.tif,Los_Angeles,18804,A,256,1,0,385312.0,3773952.0,naip1,USGS_LPC_CA_LosAngeles_2016_LAS_2018,[110.77526855 107.55725098  97.57766724 129.00144958],[43.32188204 39.32091539 38.58700889 33.83188554],0.09462193548106512,0.16086929897220908,0,1.4672204984729562,2.2554855592067384,2416
524,/datadrive/UTC/Los_Angeles/combiTif/Los_Angeles_naip1_A_1m_p0_tile17504.tif,/datadrive/UTC/Los_Angeles/NAIP/imagery/none/Los_Angeles_naip1_A_1m_p0_tile17504.tif,/datadrive/UTC/Los_Angeles/fullMasks/binary/Los_Angeles_naip1_A_1m_p0_bi4_tile17504.tif,Los_Angeles,17504,A,256,1,0,382496.0,3766272.0,naip1,USGS_LPC_CA_LosAngeles_2016_LAS_2018,[113.72962952 113.36358643 109.64234924 113.56674194],[43.03674916 41.18393785 39.78710818 34.9110761 ],0.013398322324093215,0.12664974474303511,0,6.2833065356525255,8.134856301987783,0
525,/datadrive/UTC/Los_Angeles/combiTif/Los_Angeles_naip1_A_1m_p0_tile19731.tif,/datadrive/UTC/Los_Angeles/NAIP/imagery/none/Los_Angeles_naip1_A_1m_p0_tile19731.tif,/datadrive/UTC/Los_Angeles/fullMasks/binary/Los_Angeles_naip1_A_1m_p0_bi4_tile19731.tif,Los_Angeles,19731,A,256,1,0,388896.0,3770624.0,naip1,USGS_LPC_CA_LosAngeles_2016_LAS_2018,[105.2412262  103.5100708   99.95652771 119.80706787],[37.11412746 34.13824035 33.02505216 27.90796319],0.07987508249976473,0.14680032703589566,0,2.3929646944035614,3.2086395354995343,1
528,/datadrive/UTC/Los_Angeles/combiTif/Los_Angeles_naip1_A_1m_p0_tile04077.tif,/datadrive/UTC/Los_Angeles/NAIP/imagery/none/Los_Angeles_naip1_A_1m_p0_tile04077.tif,/datadrive/UTC/Los_Angeles/fullMasks/binary/Los_Angeles_naip1_A_1m_p0_bi4_tile04077.tif,Los_Angeles,4077,A,256,1,0,359712.0,3788288.0,naip1,USGS_LPC_CA_LosAngeles_2016_LAS_2018,[104.28485107 106.72239685 101.4765625  118.44821167],[40.21875463 36.50780509 34.72702035 40.71949276],0.0648673026537736,0.19332109970319888,0,2.1626308133816545,3.23814985599673,0
529,/datadrive/UTC/Los_Angeles/combiTif/Los_Angeles_naip1_A_1m_p0_tile06177.tif,/datadrive/UTC/Los_Angeles/NAIP/imagery/none/Los_Angeles_naip1_A_1m_p0_tile06177.tif,/datadrive/UTC/Los_Angeles/fullMasks/binary/Los_Angeles_naip1_A_1m_p0_bi4_tile06177.tif,Los_Angeles,6177,A,256,1,0,363808.0,3797760.0,naip1,USGS_LPC_CA_LosAngeles_2016_LAS_2018,[121.45075989 120.24862671 115.95524597 117.90899658],[44.14760023 41.73107461 41.15304949 39.7207402 ],-0.010817174729901069,0.14308277372010073,0,1.8383483706969528,3.0615752879557965,0
530,/datadrive/UTC/Los_Angeles/combiTif/Los_Angeles_naip1_A_1m_p0_tile19868.tif,/datadrive/UTC/Los_Angeles/NAIP/imagery/none/Los_Angeles_naip1_A_1m_p0_tile19868.tif,/datadrive/UTC/Los_Angeles/fullMasks/binary/Los_Angeles_naip1_A_1m_p0_bi4_tile19868.tif,Los_Angeles,19868,A,256,1,0,389408.0,3774976.0,naip1,USGS_LPC_CA_LosAngeles_2016_LAS_2018,[115.00146484 111.30789185 107.95118713 120.66247559],[36.42111541 33.36705839 32.01005559 26.9607943 ],0.03632835231853093,0.1285431054695859,0,2.2876034456921857,3.0568847291450583,0
531,/datadrive/UTC/Los_Angeles/combiTif/Los_Angeles_naip1_A_1m_p0_tile18872.tif,/datadrive/UTC/Los_Angeles/NAIP/imagery/none/Los_Angeles_naip1_A_1m_p0_tile18872.tif,/datadrive/UTC/Los_Angeles/fullMasks/binary/Los_Angeles_naip1_A_1m_p0_bi4_tile18872.tif,Los_Angeles,18872,A,256,1,0,385568.0,3768832.0,naip1,USGS_LPC_CA_LosAngeles_2016_LAS_2018,[ 96.96330261  95.29382324  93.51452637 101.581604  ],[42.49982708 40.16517451 36.61864933 32.26298311],0.04697153908427865,0.106537390154667,0,12.390146437566314,22.36181021692855,0
533,/datadrive/UTC/Los_Angeles/combiTif/Los_Angeles_naip1_A_1m_p0_tile12819.tif,/datadrive/UTC/Los_Angeles/NAIP/imagery/none/Los_Angeles_naip1_A_1m_p0_tile12819.tif,/datadrive/UTC/Los_Angeles/fullMasks/binary/Los_Angeles_naip1_A_1m_p0_bi4_tile12819.tif,Los_Angeles,12819,A,256,1,0,374560.0,3768576.0,naip1,USGS_LPC_CA_LosAngeles_2016_LAS_2018,[117.84136963 116.90197754 112.5        115.61099243],[45.5860461  42.15323339 41.74960126 35.52619905],0.00622913782467549,0.16221224172201346,0,2.3011160862538382,2.558344140861421,0
534,/datadrive/UTC/Los_Angeles/combiTif/Los_Angeles_naip1_A_1m_p0_tile02999.tif,/datadrive/UTC/Los_Angeles/NAIP/imagery/none/Los_Angeles_naip1_A_1m_p0_tile02999.tif,/datadrive/UTC/Los_Angeles/fullMasks/binary/Los_Angeles_naip1_A_1m_p0_bi4_tile02999.tif,Los_Angeles,2999,A,256,1,0,357664.0,3769088.0,naip1,USGS_LPC_CA_LosAngeles_2016_LAS_2018,[ 85.95721436  88.12214661  84.14134216 112.34515381],[38.05137294 34.44954125 30.92631035 41.26792835],0.1353892314409002,0.1852251702505138,0,3.668219868208593,3.6379438575981133,0
536,/datadrive/UTC/Los_Angeles/combiTif/Los_Angeles_naip1_A_1m_p0_tile03802.tif,/datadrive/UTC/Los_Angeles/NAIP/imagery/none/Los_Angeles_naip1_A_1m_p0_tile03802.tif,/datadrive/UTC/Los_Angeles/fullMasks/binary/Los_Angeles_naip1_A_1m_p0_bi4_tile03802.tif,Los_Angeles,3802,A,256,1,0,359200.0,3783936.0,naip1,USGS_LPC_CA_LosAngeles_2016_LAS_2018,[127.59654236 127.61712646 122.9372406  119.64715576],[43.37755411 39.5282536  38.16431136 36.480892  ],-0.026640225366442397,0.16071047973848812,0,1.4732844614139249,2.66422503516536,0
538,/datadrive/UTC/Los_Angeles/combiTif/Los_Angeles_naip1_A_1m_p0_tile19841.tif,/datadrive/UTC/Los_Angeles/NAIP/imagery/none/Los_Angeles_naip1_A_1m_p0_tile19841.tif,/datadrive/UTC/Los_Angeles/fullMasks/binary/Los_Angeles_naip1_A_1m_p0_bi4_tile19841.tif,Los_Angeles,19841,A,256,1,0,389408.0,3768064.0,naip1,USGS_LPC_CA_LosAngeles_2016_LAS_2018,[109.27081299 105.78379822 102.23797607 120.72273254],[37.3854618  34.46526449 32.65879376 28.32504776],0.06368714450580981,0.1363434682788275,0,1.796341722095754,2.0602210341463505,2
